id;x;y;subnet;voltLvl
coord_86;11.7389;53.7235;MV1.102_Feeder8;5
coord_87;11.7437;53.7226;MV1.102_Feeder8;5
coord_88;11.746;53.7225;MV1.102_Feeder8;5
coord_89;11.7517;53.7261;MV1.102_Feeder8;5
coord_90;11.7518;53.728;MV1.102_Feeder8;5
coord_91;11.7513;53.7288;MV1.102_Feeder8;5
coord_92;11.7509;53.7292;MV1.102_Feeder8;5
coord_93;11.7504;53.7295;MV1.102_Feeder8;5
coord_94;11.7499;53.7298;MV1.102_Feeder8;5
coord_95;11.7324;53.7271;MV1.102;3
coord_96;11.083;53.5138;HV1_MV1.103;3
coord_97;11.083;53.5138;MV1.103;5
coord_98;11.0832;53.5143;MV1.103_Feeder1;5
coord_99;11.0832;53.5147;MV1.103_Feeder1;5
coord_100;11.0831;53.5151;MV1.103_Feeder1;5
coord_101;11.0853;53.5238;MV1.103_Feeder1;5
coord_102;11.0852;53.524;MV1.103_Feeder1;5
coord_103;11.0851;53.5245;MV1.103_Feeder1;5
coord_104;11.0837;53.5249;MV1.103_Feeder1;5
coord_105;11.0833;53.5249;MV1.103_Feeder1;5
coord_106;11.083;53.5255;MV1.103_Feeder1;5
coord_107;11.0859;53.5252;MV1.103_Feeder1;5
coord_108;11.0823;53.523;MV1.103_Feeder1;5
coord_109;11.0825;53.5236;MV1.103_Feeder1;5
coord_110;11.0821;53.5133;MV1.103_Feeder2;5
coord_111;11.0817;53.513;MV1.103_Feeder2;5
coord_112;11.0812;53.5127;MV1.103_Feeder2;5
coord_113;11.0773;53.5089;MV1.103_Feeder2;5
coord_114;11.0725;53.5037;MV1.103_Feeder2;5
coord_115;11.0717;53.5032;MV1.103_Feeder2;5
coord_116;11.071;53.5028;MV1.103_Feeder2;5
coord_117;11.0707;53.5027;MV1.103_Feeder2;5
coord_118;11.0687;53.5022;MV1.103_Feeder2;5
coord_119;11.0834;53.5084;MV1.103_Feeder3;5
coord_120;11.0843;53.5058;MV1.103_Feeder3;5
coord_121;11.0833;53.5026;MV1.103_Feeder3;5
coord_122;11.0863;53.4961;MV1.103_Feeder3;5
coord_123;11.083;53.4991;MV1.103_Feeder3;5
coord_124;11.0826;53.5142;MV1.103_Feeder4;5
coord_125;11.087;53.5156;MV1.103_Feeder4;5
coord_126;11.0875;53.5157;MV1.103_Feeder4;5
coord_127;11.0879;53.5158;MV1.103_Feeder4;5
coord_128;11.0885;53.5159;MV1.103_Feeder4;5
coord_129;11.0908;53.5162;MV1.103_Feeder4;5
coord_130;11.0935;53.5167;MV1.103_Feeder4;5
coord_131;11.0941;53.5168;MV1.103_Feeder4;5
coord_132;11.0949;53.5169;MV1.103_Feeder4;5
coord_133;11.0955;53.517;MV1.103_Feeder4;5
coord_134;11.08;53.5172;MV1.103_Feeder5;5
coord_135;11.0796;53.5177;MV1.103_Feeder5;5
coord_136;11.0757;53.5275;MV1.103_Feeder5;5
coord_137;11.0758;53.5287;MV1.103_Feeder5;5
coord_138;11.0811;53.5323;MV1.103_Feeder5;5
coord_139;11.0828;53.53;MV1.103_Feeder5;5
coord_140;11.0829;53.5292;MV1.103_Feeder5;5
coord_141;11.0829;53.5278;MV1.103_Feeder5;5
coord_142;11.0799;53.5142;MV1.103_Feeder6;5
coord_143;11.0752;53.5152;MV1.103_Feeder6;5
coord_144;11.0724;53.5159;MV1.103_Feeder6;5
coord_145;11.0677;53.5163;MV1.103_Feeder6;5
coord_146;11.0665;53.5163;MV1.103_Feeder6;5
coord_147;11.066;53.5164;MV1.103_Feeder6;5
coord_148;11.0656;53.5159;MV1.103_Feeder6;5
coord_149;11.0651;53.5155;MV1.103_Feeder6;5
coord_150;11.0648;53.5152;MV1.103_Feeder6;5
coord_151;11.0632;53.5142;MV1.103_Feeder6;5
coord_152;11.0607;53.5109;MV1.103_Feeder6;5
coord_153;11.0601;53.5077;MV1.103_Feeder6;5
coord_154;11.064;53.5031;MV1.103_Feeder6;5
coord_155;11.0647;53.5025;MV1.103_Feeder6;5
coord_156;11.0651;53.502;MV1.103_Feeder6;5
coord_157;11.0653;53.5017;MV1.103_Feeder6;5
coord_158;11.0653;53.5002;MV1.103_Feeder6;5
coord_159;11.0646;53.4991;MV1.103_Feeder6;5
coord_160;11.064;53.499;MV1.103_Feeder6;5
coord_161;11.0636;53.4993;MV1.103_Feeder6;5
coord_162;11.0634;53.4999;MV1.103_Feeder6;5
coord_163;11.0656;53.5174;MV1.103_Feeder6;5
coord_164;11.065;53.5184;MV1.103_Feeder6;5
coord_165;11.082;53.5095;MV1.103_Feeder7;5
coord_166;11.0913;53.5027;MV1.103_Feeder7;5
coord_167;11.0913;53.5023;MV1.103_Feeder7;5
coord_168;11.0913;53.5014;MV1.103_Feeder7;5
coord_169;11.0886;53.5005;MV1.103_Feeder7;5
coord_170;11.0872;53.5021;MV1.103_Feeder7;5
coord_171;11.0849;53.5052;MV1.103_Feeder7;5
coord_172;11.0832;53.5136;MV1.103_Feeder8;5
coord_173;11.0834;53.5134;MV1.103_Feeder8;5
coord_174;11.0836;53.5132;MV1.103_Feeder8;5
coord_175;11.0839;53.5129;MV1.103_Feeder8;5
coord_176;11.0842;53.5127;MV1.103_Feeder8;5
coord_177;11.0846;53.5124;MV1.103_Feeder8;5
coord_178;11.085;53.5121;MV1.103_Feeder8;5
coord_179;11.0856;53.5117;MV1.103_Feeder8;5
coord_180;11.0861;53.5114;MV1.103_Feeder8;5
coord_181;11.0868;53.5111;MV1.103_Feeder8;5
coord_182;11.0896;53.5102;MV1.103_Feeder8;5
coord_183;11.0943;53.5093;MV1.103_Feeder8;5
coord_184;11.0967;53.5092;MV1.103_Feeder8;5
coord_185;11.1024;53.5128;MV1.103_Feeder8;5
coord_186;11.1025;53.5147;MV1.103_Feeder8;5
coord_187;11.102;53.5155;MV1.103_Feeder8;5
coord_188;11.1015;53.5159;MV1.103_Feeder8;5
coord_189;11.1011;53.5163;MV1.103_Feeder8;5
coord_190;11.1005;53.5166;MV1.103_Feeder8;5
coord_191;11.083;53.5138;MV1.103;3
coord_192;11.7076;53.4082;HV1_MV1.104;3
coord_193;11.7076;53.4082;MV1.104;5
coord_194;11.7078;53.4087;MV1.104_Feeder1;5
coord_195;11.7078;53.4091;MV1.104_Feeder1;5
coord_196;11.7077;53.4094;MV1.104_Feeder1;5
coord_197;11.7099;53.4182;MV1.104_Feeder1;5
coord_198;11.7098;53.4184;MV1.104_Feeder1;5
coord_199;11.7096;53.4189;MV1.104_Feeder1;5
coord_200;11.7083;53.4192;MV1.104_Feeder1;5
coord_201;11.7079;53.4193;MV1.104_Feeder1;5
coord_202;11.7076;53.4198;MV1.104_Feeder1;5
coord_203;11.7104;53.4196;MV1.104_Feeder1;5
coord_204;11.7069;53.4173;MV1.104_Feeder1;5
coord_205;11.7071;53.418;MV1.104_Feeder1;5
coord_206;11.7066;53.4076;MV1.104_Feeder2;5
coord_207;11.7063;53.4074;MV1.104_Feeder2;5
coord_208;11.7058;53.4071;MV1.104_Feeder2;5
coord_209;11.7019;53.4032;MV1.104_Feeder2;5
coord_210;11.6971;53.3981;MV1.104_Feeder2;5
coord_211;11.6963;53.3976;MV1.104_Feeder2;5
coord_212;11.6955;53.3972;MV1.104_Feeder2;5
coord_213;11.6952;53.3971;MV1.104_Feeder2;5
coord_214;11.6932;53.3965;MV1.104_Feeder2;5
coord_215;11.708;53.4028;MV1.104_Feeder3;5
coord_216;11.7088;53.4001;MV1.104_Feeder3;5
coord_217;11.7079;53.397;MV1.104_Feeder3;5
coord_218;11.7108;53.3905;MV1.104_Feeder3;5
coord_219;11.7076;53.3935;MV1.104_Feeder3;5
coord_220;11.7072;53.4085;MV1.104_Feeder4;5
coord_221;11.7116;53.41;MV1.104_Feeder4;5
coord_222;11.7121;53.4101;MV1.104_Feeder4;5
coord_223;11.7125;53.4102;MV1.104_Feeder4;5
coord_224;11.713;53.4103;MV1.104_Feeder4;5
coord_225;11.7154;53.4106;MV1.104_Feeder4;5
coord_226;11.7181;53.4111;MV1.104_Feeder4;5
coord_227;11.7187;53.4112;MV1.104_Feeder4;5
coord_228;11.7194;53.4113;MV1.104_Feeder4;5
coord_229;11.7201;53.4114;MV1.104_Feeder4;5
coord_230;11.7046;53.4116;MV1.104_Feeder5;5
coord_231;11.7042;53.412;MV1.104_Feeder5;5
coord_232;11.7003;53.4219;MV1.104_Feeder5;5
coord_233;11.7004;53.423;MV1.104_Feeder5;5
coord_234;11.7057;53.4267;MV1.104_Feeder5;5
coord_235;11.7074;53.4243;MV1.104_Feeder5;5
coord_236;11.7075;53.4235;MV1.104_Feeder5;5
coord_237;11.7075;53.4222;MV1.104_Feeder5;5
coord_238;11.7045;53.4086;MV1.104_Feeder6;5
coord_239;11.6998;53.4096;MV1.104_Feeder6;5
coord_240;11.697;53.4103;MV1.104_Feeder6;5
coord_241;11.6923;53.4107;MV1.104_Feeder6;5
coord_242;11.6911;53.4107;MV1.104_Feeder6;5
coord_243;11.6906;53.4107;MV1.104_Feeder6;5
coord_244;11.6902;53.4103;MV1.104_Feeder6;5
coord_245;11.6897;53.4098;MV1.104_Feeder6;5
coord_246;11.6894;53.4096;MV1.104_Feeder6;5
coord_247;11.6878;53.4086;MV1.104_Feeder6;5
coord_248;11.6853;53.4052;MV1.104_Feeder6;5
coord_249;11.6846;53.4021;MV1.104_Feeder6;5
coord_250;11.6885;53.3975;MV1.104_Feeder6;5
coord_251;11.6893;53.3968;MV1.104_Feeder6;5
coord_252;11.6897;53.3964;MV1.104_Feeder6;5
coord_253;11.6898;53.3961;MV1.104_Feeder6;5
coord_254;11.6898;53.3946;MV1.104_Feeder6;5
coord_255;11.6892;53.3935;MV1.104_Feeder6;5
coord_256;11.6886;53.3933;MV1.104_Feeder6;5
coord_257;11.6881;53.3937;MV1.104_Feeder6;5
coord_258;11.688;53.3942;MV1.104_Feeder6;5
coord_259;11.6902;53.4117;MV1.104_Feeder6;5
coord_260;11.6895;53.4127;MV1.104_Feeder6;5
coord_261;11.7066;53.4039;MV1.104_Feeder7;5
coord_262;11.7158;53.3971;MV1.104_Feeder7;5
coord_263;11.7159;53.3966;MV1.104_Feeder7;5
coord_264;11.7159;53.3958;MV1.104_Feeder7;5
coord_265;11.7131;53.3948;MV1.104_Feeder7;5
coord_266;11.7117;53.3964;MV1.104_Feeder7;5
coord_267;11.7095;53.3996;MV1.104_Feeder7;5
coord_268;11.7077;53.408;MV1.104_Feeder8;5
coord_269;11.708;53.4078;MV1.104_Feeder8;5
coord_270;11.7082;53.4076;MV1.104_Feeder8;5
coord_271;11.7085;53.4073;MV1.104_Feeder8;5
coord_272;11.7088;53.407;MV1.104_Feeder8;5
coord_273;11.7091;53.4067;MV1.104_Feeder8;5
coord_274;11.7096;53.4064;MV1.104_Feeder8;5
coord_275;11.7101;53.4061;MV1.104_Feeder8;5
coord_276;11.7106;53.4058;MV1.104_Feeder8;5
coord_277;11.7114;53.4055;MV1.104_Feeder8;5
coord_278;11.7141;53.4046;MV1.104_Feeder8;5
coord_279;11.7189;53.4037;MV1.104_Feeder8;5
coord_280;11.7213;53.4036;MV1.104_Feeder8;5
coord_281;11.727;53.4072;MV1.104_Feeder8;5
coord_282;11.7271;53.4091;MV1.104_Feeder8;5
coord_283;11.7266;53.4098;MV1.104_Feeder8;5
coord_284;11.7261;53.4103;MV1.104_Feeder8;5
coord_285;11.7257;53.4106;MV1.104_Feeder8;5
coord_286;11.7251;53.4109;MV1.104_Feeder8;5
coord_287;11.7076;53.4082;MV1.104;3
coord_288;12.0777;53.942;HV1_MV1.105;3
coord_289;12.0777;53.942;MV1.105;5
coord_290;12.0778;53.9425;MV1.105_Feeder1;5
coord_291;12.0778;53.943;MV1.105_Feeder1;5
coord_292;12.0778;53.9433;MV1.105_Feeder1;5
coord_293;12.08;53.952;MV1.105_Feeder1;5
coord_294;12.0799;53.9523;MV1.105_Feeder1;5
coord_295;12.0797;53.9527;MV1.105_Feeder1;5
coord_296;12.0784;53.9531;MV1.105_Feeder1;5
coord_297;12.078;53.9531;MV1.105_Feeder1;5
coord_298;12.0777;53.9537;MV1.105_Feeder1;5
coord_299;12.0805;53.9534;MV1.105_Feeder1;5
coord_300;12.077;53.9512;MV1.105_Feeder1;5
coord_301;12.0772;53.9518;MV1.105_Feeder1;5
coord_302;12.0767;53.9415;MV1.105_Feeder2;5
coord_303;12.0764;53.9413;MV1.105_Feeder2;5
coord_304;12.0759;53.9409;MV1.105_Feeder2;5
coord_305;12.072;53.9371;MV1.105_Feeder2;5
coord_306;12.0672;53.9319;MV1.105_Feeder2;5
coord_307;12.0664;53.9314;MV1.105_Feeder2;5
coord_308;12.0656;53.931;MV1.105_Feeder2;5
coord_309;12.0653;53.9309;MV1.105_Feeder2;5
coord_310;12.0633;53.9304;MV1.105_Feeder2;5
coord_311;12.0781;53.9366;MV1.105_Feeder3;5
coord_312;12.0789;53.934;MV1.105_Feeder3;5
coord_313;12.078;53.9308;MV1.105_Feeder3;5
coord_314;12.0809;53.9243;MV1.105_Feeder3;5
coord_315;12.0777;53.9273;MV1.105_Feeder3;5
coord_316;12.0773;53.9424;MV1.105_Feeder4;5
coord_317;12.0817;53.9438;MV1.105_Feeder4;5
coord_318;12.0821;53.9439;MV1.105_Feeder4;5
coord_319;12.0825;53.944;MV1.105_Feeder4;5
coord_320;12.0831;53.9441;MV1.105_Feeder4;5
coord_321;12.0855;53.9444;MV1.105_Feeder4;5
coord_322;12.0882;53.9449;MV1.105_Feeder4;5
coord_323;12.0888;53.945;MV1.105_Feeder4;5
coord_324;12.0895;53.9452;MV1.105_Feeder4;5
coord_325;12.0902;53.9452;MV1.105_Feeder4;5
coord_326;12.0747;53.9454;MV1.105_Feeder5;5
coord_327;12.0743;53.9459;MV1.105_Feeder5;5
coord_328;12.0704;53.9557;MV1.105_Feeder5;5
coord_329;12.0705;53.9569;MV1.105_Feeder5;5
coord_330;12.0758;53.9605;MV1.105_Feeder5;5
coord_331;12.0775;53.9582;MV1.105_Feeder5;5
coord_332;12.0776;53.9574;MV1.105_Feeder5;5
coord_333;12.0776;53.956;MV1.105_Feeder5;5
coord_334;12.0746;53.9424;MV1.105_Feeder6;5
coord_335;12.0699;53.9434;MV1.105_Feeder6;5
coord_336;12.0671;53.9442;MV1.105_Feeder6;5
coord_337;12.0624;53.9445;MV1.105_Feeder6;5
coord_338;12.0612;53.9445;MV1.105_Feeder6;5
coord_339;12.0607;53.9446;MV1.105_Feeder6;5
coord_340;12.0603;53.9441;MV1.105_Feeder6;5
coord_341;12.0598;53.9437;MV1.105_Feeder6;5
coord_342;12.0594;53.9434;MV1.105_Feeder6;5
coord_343;12.0579;53.9424;MV1.105_Feeder6;5
coord_344;12.0554;53.9391;MV1.105_Feeder6;5
coord_345;12.0547;53.9359;MV1.105_Feeder6;5
coord_346;12.0586;53.9313;MV1.105_Feeder6;5
coord_347;12.0594;53.9307;MV1.105_Feeder6;5
coord_348;12.0598;53.9302;MV1.105_Feeder6;5
coord_349;12.0599;53.9299;MV1.105_Feeder6;5
coord_350;12.0599;53.9284;MV1.105_Feeder6;5
coord_351;12.0593;53.9273;MV1.105_Feeder6;5
coord_352;12.0587;53.9272;MV1.105_Feeder6;5
coord_353;12.0582;53.9275;MV1.105_Feeder6;5
coord_354;12.0581;53.9281;MV1.105_Feeder6;5
coord_355;12.0603;53.9456;MV1.105_Feeder6;5
coord_356;12.0596;53.9466;MV1.105_Feeder6;5
coord_357;12.0767;53.9378;MV1.105_Feeder7;5
coord_358;12.0859;53.9309;MV1.105_Feeder7;5
coord_359;12.086;53.9305;MV1.105_Feeder7;5
coord_360;12.0859;53.9297;MV1.105_Feeder7;5
coord_361;12.0832;53.9287;MV1.105_Feeder7;5
coord_362;12.0818;53.9303;MV1.105_Feeder7;5
coord_363;12.0795;53.9334;MV1.105_Feeder7;5
coord_364;12.0778;53.9418;MV1.105_Feeder8;5
coord_365;12.078;53.9416;MV1.105_Feeder8;5
coord_366;12.0783;53.9414;MV1.105_Feeder8;5
coord_367;12.0786;53.9412;MV1.105_Feeder8;5
coord_368;12.0789;53.9409;MV1.105_Feeder8;5
coord_369;12.0792;53.9406;MV1.105_Feeder8;5
coord_370;12.0797;53.9403;MV1.105_Feeder8;5
coord_371;12.0802;53.9399;MV1.105_Feeder8;5
coord_372;12.0807;53.9397;MV1.105_Feeder8;5
coord_373;12.0815;53.9393;MV1.105_Feeder8;5
coord_374;12.0842;53.9384;MV1.105_Feeder8;5
coord_375;12.089;53.9375;MV1.105_Feeder8;5
coord_376;12.0914;53.9375;MV1.105_Feeder8;5
coord_377;12.0971;53.941;MV1.105_Feeder8;5
coord_378;12.0971;53.9429;MV1.105_Feeder8;5
coord_379;12.0967;53.9437;MV1.105_Feeder8;5
coord_380;12.0962;53.9441;MV1.105_Feeder8;5
coord_381;12.0957;53.9445;MV1.105_Feeder8;5
coord_382;12.0952;53.9448;MV1.105_Feeder8;5
coord_383;12.0777;53.942;MV1.105;3
coord_384;12.2062;53.7935;HV1_MV1.106;3
coord_385;12.2062;53.7935;MV1.106;5
coord_386;12.2064;53.794;MV1.106_Feeder1;5
coord_387;12.2064;53.7945;MV1.106_Feeder1;5
coord_388;12.2063;53.7948;MV1.106_Feeder1;5
coord_389;12.2085;53.8035;MV1.106_Feeder1;5
coord_390;12.2084;53.8038;MV1.106_Feeder1;5
coord_391;12.2083;53.8042;MV1.106_Feeder1;5
coord_392;12.2069;53.8046;MV1.106_Feeder1;5
coord_393;12.2065;53.8046;MV1.106_Feeder1;5
coord_394;12.2062;53.8052;MV1.106_Feeder1;5
coord_395;12.2091;53.8049;MV1.106_Feeder1;5
coord_396;12.2055;53.8027;MV1.106_Feeder1;5
coord_397;12.2057;53.8033;MV1.106_Feeder1;5
coord_398;12.2053;53.793;MV1.106_Feeder2;5
coord_399;12.2049;53.7928;MV1.106_Feeder2;5
coord_400;12.2044;53.7924;MV1.106_Feeder2;5
coord_401;12.2005;53.7886;MV1.106_Feeder2;5
coord_402;12.1957;53.7834;MV1.106_Feeder2;5
coord_403;12.1949;53.7829;MV1.106_Feeder2;5
coord_404;12.1942;53.7825;MV1.106_Feeder2;5
coord_405;12.1939;53.7824;MV1.106_Feeder2;5
coord_406;12.1919;53.7819;MV1.106_Feeder2;5
coord_407;12.2066;53.7881;MV1.106_Feeder3;5
coord_408;12.2075;53.7855;MV1.106_Feeder3;5
coord_409;12.2065;53.7823;MV1.106_Feeder3;5
coord_410;12.2095;53.7758;MV1.106_Feeder3;5
coord_411;12.2062;53.7788;MV1.106_Feeder3;5
coord_412;12.2058;53.7939;MV1.106_Feeder4;5
coord_413;12.2102;53.7953;MV1.106_Feeder4;5
coord_414;12.2107;53.7954;MV1.106_Feeder4;5
coord_415;12.2111;53.7955;MV1.106_Feeder4;5
coord_416;12.2117;53.7956;MV1.106_Feeder4;5
coord_417;12.214;53.7959;MV1.106_Feeder4;5
coord_418;12.2167;53.7964;MV1.106_Feeder4;5
coord_419;12.2173;53.7965;MV1.106_Feeder4;5
coord_420;12.2181;53.7967;MV1.106_Feeder4;5
coord_421;12.2187;53.7967;MV1.106_Feeder4;5
coord_422;12.2032;53.7969;MV1.106_Feeder5;5
coord_423;12.2028;53.7974;MV1.106_Feeder5;5
coord_424;12.1989;53.8072;MV1.106_Feeder5;5
coord_425;12.199;53.8084;MV1.106_Feeder5;5
coord_426;12.2043;53.812;MV1.106_Feeder5;5
coord_427;12.206;53.8097;MV1.106_Feeder5;5
coord_428;12.2061;53.8089;MV1.106_Feeder5;5
coord_429;12.2061;53.8075;MV1.106_Feeder5;5
coord_430;12.2031;53.7939;MV1.106_Feeder6;5
coord_431;12.1984;53.7949;MV1.106_Feeder6;5
coord_432;12.1956;53.7957;MV1.106_Feeder6;5
coord_433;12.1909;53.796;MV1.106_Feeder6;5
coord_434;12.1897;53.796;MV1.106_Feeder6;5
coord_435;12.1892;53.7961;MV1.106_Feeder6;5
coord_436;12.1888;53.7956;MV1.106_Feeder6;5
coord_437;12.1883;53.7952;MV1.106_Feeder6;5
coord_438;12.188;53.7949;MV1.106_Feeder6;5
coord_439;12.1864;53.7939;MV1.106_Feeder6;5
coord_440;12.1839;53.7906;MV1.106_Feeder6;5
coord_441;12.1833;53.7874;MV1.106_Feeder6;5
coord_442;12.1872;53.7828;MV1.106_Feeder6;5
coord_443;12.1879;53.7822;MV1.106_Feeder6;5
coord_444;12.1883;53.7817;MV1.106_Feeder6;5
coord_445;12.1885;53.7814;MV1.106_Feeder6;5
coord_446;12.1885;53.7799;MV1.106_Feeder6;5
coord_447;12.1878;53.7788;MV1.106_Feeder6;5
coord_448;12.1872;53.7787;MV1.106_Feeder6;5
coord_449;12.1868;53.779;MV1.106_Feeder6;5
coord_450;12.1866;53.7796;MV1.106_Feeder6;5
coord_451;12.1888;53.7971;MV1.106_Feeder6;5
coord_452;12.1882;53.7981;MV1.106_Feeder6;5
coord_453;12.2052;53.7893;MV1.106_Feeder7;5
coord_454;12.2145;53.7824;MV1.106_Feeder7;5
coord_455;12.2145;53.782;MV1.106_Feeder7;5
coord_456;12.2145;53.7812;MV1.106_Feeder7;5
coord_457;12.2118;53.7802;MV1.106_Feeder7;5
coord_458;12.2104;53.7818;MV1.106_Feeder7;5
coord_459;12.2081;53.7849;MV1.106_Feeder7;5
coord_460;12.2064;53.7933;MV1.106_Feeder8;5
coord_461;12.2066;53.7931;MV1.106_Feeder8;5
coord_462;12.2068;53.7929;MV1.106_Feeder8;5
coord_463;12.2071;53.7927;MV1.106_Feeder8;5
coord_464;12.2074;53.7924;MV1.106_Feeder8;5
coord_465;12.2078;53.7921;MV1.106_Feeder8;5
coord_466;12.2082;53.7918;MV1.106_Feeder8;5
coord_467;12.2088;53.7914;MV1.106_Feeder8;5
coord_468;12.2093;53.7912;MV1.106_Feeder8;5
coord_469;12.21;53.7908;MV1.106_Feeder8;5
coord_470;12.2128;53.7899;MV1.106_Feeder8;5
coord_471;12.2175;53.789;MV1.106_Feeder8;5
coord_472;12.2199;53.789;MV1.106_Feeder8;5
coord_473;12.2256;53.7925;MV1.106_Feeder8;5
coord_474;12.2257;53.7944;MV1.106_Feeder8;5
coord_475;12.2252;53.7952;MV1.106_Feeder8;5
coord_476;12.2247;53.7956;MV1.106_Feeder8;5
coord_477;12.2243;53.796;MV1.106_Feeder8;5
coord_478;12.2237;53.7963;MV1.106_Feeder8;5
coord_479;12.2062;53.7935;MV1.106;3
coord_480;11.354;53.637;HV1_MV1.107;3
coord_481;11.354;53.637;MV1.107;5
coord_482;11.3541;53.6375;MV1.107_Feeder1;5
coord_483;11.3541;53.638;MV1.107_Feeder1;5
coord_484;11.3541;53.6383;MV1.107_Feeder1;5
coord_485;11.3563;53.647;MV1.107_Feeder1;5
coord_486;11.3562;53.6473;MV1.107_Feeder1;5
